Date,State,TotalSamples,Negative,Positive
26/04/2020,Maharashtra,107979,101162,7928
27/04/2020,Maharashtra,115147,107519,8068
28/04/2020,Maharashtra,120620,112552,8590
29/04/2020,Maharashtra,128726,120136,9318
30/04/2020,Maharashtra,135694,126376,9915
1/05/2020,Maharashtra,144159,134244,10498
2/05/2020,Maharashtra,151085,140587,11506
3/05/2020,Maharashtra,159754,148248,12296
4/05/2020,Maharashtra,168374,156078,12974
5/05/2020,Maharashtra,175323,162349,14541
6/05/2020,Maharashtra,181746,167205,15525
7/05/2020,Maharashtra,189220,173838,16758
8/05/2020,Maharashtra,200477,183862,17974
9/05/2020,Maharashtra,210174,192197,19063
10/05/2020,Maharashtra,225524,206481,20228
11/05/2020,Maharashtra,218914,193457,23401
12/05/2020,Maharashtra,222284,196165,23401
13/05/2020,Maharashtra,231061,203536,24427
14/05/2020,Maharashtra,240482,211082,25922
15/05/2020,Maharashtra,250898,219635,27524
16/05/2020,Maharashtra,261815,228956,29100
17/05/2020,Maharashtra,274040,238476,30706
18/05/2020,Maharashtra,282437,245512,33053
19/05/2020,Maharashtra,294272,255065,35058
20/05/2020,Maharashtra,307535,265872,37136
21/05/2020,Maharashtra,319921,276369,39297
22/05/2020,Maharashtra,333087,286157,41642
23/05/2020,Maharashtra,348932,299107,44582
24/05/2020,Maharashtra,363470,310565,47190
25/05/2020,Maharashtra,379185,323937,50231
26/05/2020,Maharashtra,390757,333468,52667
27/05/2020,Maharashtra,405020,345151,54758
28/05/2020,Maharashtra,420473,358253,56948
29/05/2020,Maharashtra,434565,369442,59546
30/05/2020,Maharashtra,448661,380425,62228
31/05/2020,Maharashtra,463177,392516,65168
1/06/2020,Maharashtra,472344,399419,67655
2/06/2020,Maharashtra,484784,409178,70013
3/06/2020,Maharashtra,498577,420644,72300
4/06/2020,Maharashtra,511136,430100,74860
5/06/2020,Maharashtra,524002,440445,77793
6/06/2020,Maharashtra,538009,451764,80229
7/06/2020,Maharashtra,553063,463723,82968
8/06/2020,Maharashtra,565290,473588,85975
9/06/2020,Maharashtra,579294,485144,88528
10/06/2020,Maharashtra,595282,497990,90787
11/06/2020,Maharashtra,610790,509990,94041
12/06/2020,Maharashtra,626521,521942,97648
13/06/2020,Maharashtra,643057,535252,101141
14/06/2020,Maharashtra,659481,548250,104568
15/06/2020,Maharashtra,671348,557161,107958
16/06/2020,Maharashtra,686488,569863,110744
18/06/2020,Maharashtra,719637,595843,123794
14/04/2020,Manipur,276,,2
17/04/2020,Manipur,311,,2
24/04/2020,Manipur,402,,2
25/04/2020,Manipur,416,,2
30/04/2020,Manipur,459,,2
1/05/2020,Manipur,461,,2
2/05/2020,Manipur,468,,2
4/05/2020,Manipur,571,,2
7/05/2020,Manipur,684,,2
8/05/2020,Manipur,756,,2
9/05/2020,Manipur,865,,2
10/05/2020,Manipur,1096,,2
11/05/2020,Manipur,1337,,2
13/05/2020,Manipur,1706,,2
15/05/2020,Manipur,1799,,3
16/05/2020,Manipur,1900,,4
18/05/2020,Manipur,2483,,7
20/05/2020,Manipur,3087,,20
22/05/2020,Manipur,3721,,26
23/05/2020,Manipur,4094,,29
25/05/2020,Manipur,5041,,36
26/05/2020,Manipur,6233,,39
27/05/2020,Manipur,6836,,44
28/05/2020,Manipur,7758,,55
29/05/2020,Manipur,8596,,59
3/06/2020,Manipur,12454,,118
5/06/2020,Manipur,14629,,132
7/06/2020,Manipur,17028,,172
9/06/2020,Manipur,18612,,304
10/06/2020,Manipur,19756,,311
11/06/2020,Manipur,20528,,366
13/06/2020,Manipur,24046,,449
14/06/2020,Manipur,25226,,458
15/06/2020,Manipur,26458,,490
17/06/2020,Manipur,29865,,552
18/06/2020,Manipur,30476,,606
16/04/2020,Meghalaya,552,299,7
17/04/2020,Meghalaya,617,541,9
18/04/2020,Meghalaya,738,667,11
19/04/2020,Meghalaya,766,678,11
20/04/2020,Meghalaya,838,714,11
21/04/2020,Meghalaya,933,821,12
22/04/2020,Meghalaya,1046,904,12
23/04/2020,Meghalaya,1109,1000,12
24/04/2020,Meghalaya,1130,1048,12
25/04/2020,Meghalaya,1169,1097,12
27/04/2020,Meghalaya,1254,1182,12
28/04/2020,Meghalaya,1382,1202,12
29/04/2020,Meghalaya,1397,1288,12
30/04/2020,Meghalaya,1595,1433,12
2/05/2020,Meghalaya,1707,1655,12
4/05/2020,Meghalaya,1884,1782,12
5/05/2020,Meghalaya,1944,1822,12
7/05/2020,Meghalaya,2054,1967,12
9/05/2020,Meghalaya,2287,2178,12
10/05/2020,Meghalaya,2287,2178,13
11/05/2020,Meghalaya,2480,2342,13
15/05/2020,Meghalaya,2712,2597,13
18/05/2020,Meghalaya,2896,,13
19/05/2020,Meghalaya,3104,,13
20/05/2020,Meghalaya,3419,,13
22/05/2020,Meghalaya,3682,,14
26/05/2020,Meghalaya,6553,5599,15
27/05/2020,Meghalaya,6685,,20
31/05/2020,Meghalaya,7781,,27
1/06/2020,Meghalaya,8127,,27
2/06/2020,Meghalaya,8734,,28
3/06/2020,Meghalaya,9025,,28
4/06/2020,Meghalaya,9395,,31
5/06/2020,Meghalaya,9592,,31
6/06/2020,Meghalaya,10066,,33
7/06/2020,Meghalaya,10066,,33
8/06/2020,Meghalaya,10746,,36
9/06/2020,Meghalaya,11247,,40
10/06/2020,Meghalaya,11505,,44
11/06/2020,Meghalaya,11889,,44
12/06/2020,Meghalaya,12219,,44
13/06/2020,Meghalaya,12560,,44
15/06/2020,Meghalaya,13353,,44
16/06/2020,Meghalaya,13878,,44
17/06/2020,Meghalaya,14316,,43
18/06/2020,Meghalaya,14647,,43
6/04/2020,Mizoram,58,0,1
7/04/2020,Mizoram,58,0,1
8/04/2020,Mizoram,74,,1
9/04/2020,Mizoram,84,,1
12/04/2020,Mizoram,87,,1
13/04/2020,Mizoram,89,,1
14/04/2020,Mizoram,91,,1
15/04/2020,Mizoram,94,,1
16/04/2020,Mizoram,94,,1
18/04/2020,Mizoram,102,,1
19/04/2020,Mizoram,116,,1
20/04/2020,Mizoram,132,,1
21/04/2020,Mizoram,135,,1
22/04/2020,Mizoram,135,,1
23/04/2020,Mizoram,137,,1
26/04/2020,Mizoram,146,,1
27/04/2020,Mizoram,146,,1
28/04/2020,Mizoram,158,,1
29/04/2020,Mizoram,179,,1
30/04/2020,Mizoram,180,,1
1/05/2020,Mizoram,180,,1
2/05/2020,Mizoram,183,,1
3/05/2020,Mizoram,183,,1
4/05/2020,Mizoram,183,,1
5/05/2020,Mizoram,188,,1
6/05/2020,Mizoram,195,,1
7/05/2020,Mizoram,197,,1
8/05/2020,Mizoram,199,,1
9/05/2020,Mizoram,201,,1
10/05/2020,Mizoram,201,,1
11/05/2020,Mizoram,206,,1
12/05/2020,Mizoram,224,,1
13/05/2020,Mizoram,224,,1
14/05/2020,Mizoram,273,,1
15/05/2020,Mizoram,273,,1
16/05/2020,Mizoram,282,,1
17/05/2020,Mizoram,282,,1
18/05/2020,Mizoram,301,,1
19/05/2020,Mizoram,313,,1
20/05/2020,Mizoram,315,,1
21/05/2020,Mizoram,320,,1
22/05/2020,Mizoram,324,,1
23/05/2020,Mizoram,336,,1
24/05/2020,Mizoram,342,,1
25/05/2020,Mizoram,359,,1
26/05/2020,Mizoram,438,,1
28/05/2020,Mizoram,516,,1
29/05/2020,Mizoram,529,,1
30/05/2020,Mizoram,686,,1
31/05/2020,Mizoram,777,,1
1/06/2020,Mizoram,896,,1
2/06/2020,Mizoram,1012,,13
3/06/2020,Mizoram,1095,,14
4/06/2020,Mizoram,1346,,17
5/06/2020,Mizoram,1687,,22
6/06/2020,Mizoram,1991,,24
7/06/2020,Mizoram,2252,,34
8/06/2020,Mizoram,2496,,42
9/06/2020,Mizoram,2747,,88
10/06/2020,Mizoram,2747,,102
11/06/2020,Mizoram,3152,,104
13/06/2020,Mizoram,3727,,107
14/06/2020,Mizoram,4327,,112
15/06/2020,Mizoram,4919,,117
16/06/2020,Mizoram,5524,,121
17/06/2020,Mizoram,6035,,121
6/04/2020,Nagaland,60,47,0
10/04/2020,Nagaland,70,69,0
11/04/2020,Nagaland,70,70,0
12/04/2020,Nagaland,74,70,0
14/04/2020,Nagaland,174,97,0
15/04/2020,Nagaland,184,174,0
17/04/2020,Nagaland,274,222,0
18/04/2020,Nagaland,392,292,0
19/04/2020,Nagaland,404,345,0
20/04/2020,Nagaland,434,404,0
21/04/2020,Nagaland,537,456,0
22/04/2020,Nagaland,543,481,0
23/04/2020,Nagaland,607,543,0
25/04/2020,Nagaland,613,607,0
26/04/2020,Nagaland,613,613,0
27/04/2020,Nagaland,629,613,0
28/04/2020,Nagaland,639,620,0
29/04/2020,Nagaland,644,631,0
30/04/2020,Nagaland,653,640,0
1/05/2020,Nagaland,664,650,0
2/05/2020,Nagaland,674,661,0
3/05/2020,Nagaland,684,663,0
4/05/2020,Nagaland,708,679,0
5/05/2020,Nagaland,724,771,0
6/05/2020,Nagaland,763,712,0
7/05/2020,Nagaland,786,728,0
8/05/2020,Nagaland,805,775,0
9/05/2020,Nagaland,848,786,0
10/05/2020,Nagaland,862,806,0
11/05/2020,Nagaland,875,848,0
12/05/2020,Nagaland,882,872,0
13/05/2020,Nagaland,889,872,0
14/05/2020,Nagaland,891,873,0
15/05/2020,Nagaland,910,889,0
16/05/2020,Nagaland,917,891,0
17/05/2020,Nagaland,952,914,0
18/05/2020,Nagaland,961,914,0
19/05/2020,Nagaland,978,948,0
20/05/2020,Nagaland,985,952,0
21/05/2020,Nagaland,1001,978,0
22/05/2020,Nagaland,1035,1012,0
23/05/2020,Nagaland,1065,1015,0
24/05/2020,Nagaland,1097,1032,0
25/05/2020,Nagaland,1366,1078,3
26/05/2020,Nagaland,1366,1080,4
27/05/2020,Nagaland,1554,1224,9
28/05/2020,Nagaland,1765,1317,18
29/05/2020,Nagaland,1997,1409,25
30/05/2020,Nagaland,2210,1496,36
31/05/2020,Nagaland,2576,1596,43
1/06/2020,Nagaland,2870,1744,43
2/06/2020,Nagaland,3257,1836,49
3/06/2020,Nagaland,3414,2002,58
4/06/2020,Nagaland,3739,2151,80
5/06/2020,Nagaland,3974,2372,94
6/06/2020,Nagaland,4061,2614,107
7/06/2020,Nagaland,4371,2956,118
8/06/2020,Nagaland,4729,3176,123
9/06/2020,Nagaland,4896,3512,127
10/06/2020,Nagaland,5220,3867,128
11/06/2020,Nagaland,5667,4198,130
12/06/2020,Nagaland,6104,4593,156
13/06/2020,Nagaland,6466,4904,163
14/06/2020,Nagaland,6478,5155,168
15/06/2020,Nagaland,7132,5642,177
16/06/2020,Nagaland,7835,6232,179
17/06/2020,Nagaland,8387,,193
3/04/2020,Odisha,1395,1108,20
7/04/2020,Odisha,2441,,42
8/04/2020,Odisha,2441,2399,42
9/04/2020,Odisha,3249,3201,48
10/04/2020,Odisha,3547,3497,50
11/04/2020,Odisha,3551,3497,51
12/04/2020,Odisha,3862,3808,54
13/04/2020,Odisha,4170,4116,54
14/04/2020,Odisha,4734,4678,56
15/04/2020,Odisha,5537,5477,60
16/04/2020,Odisha,6734,6674,60
17/04/2020,Odisha,7577,7517,60
18/04/2020,Odisha,8619,8559,60
19/04/2020,Odisha,9690,9629,61
20/04/2020,Odisha,10641,,68
21/04/2020,Odisha,11748,,79
22/04/2020,Odisha,13775,,83
23/04/2020,Odisha,15984,,89
24/04/2020,Odisha,18458,,94
25/04/2020,Odisha,20599,,94
26/04/2020,Odisha,22816,,103
27/04/2020,Odisha,25103,,111
28/04/2020,Odisha,26687,,118
29/04/2020,Odisha,29108,,122
30/04/2020,Odisha,31696,,142
1/05/2020,Odisha,34133,,149
2/05/2020,Odisha,36593,,157
3/05/2020,Odisha,38658,,162
4/05/2020,Odisha,41128,,169
5/05/2020,Odisha,44663,,170
6/05/2020,Odisha,47454,,185
7/05/2020,Odisha,50514,,209
8/05/2020,Odisha,52974,,271
9/05/2020,Odisha,56322,,294
10/05/2020,Odisha,59780,,362
11/05/2020,Odisha,63478,,414
12/05/2020,Odisha,68057,,437
13/05/2020,Odisha,72756,,538
14/05/2020,Odisha,77150,,611
15/05/2020,Odisha,81919,,672
16/05/2020,Odisha,86140,,737
17/05/2020,Odisha,91223,,828
18/05/2020,Odisha,95766,,876
19/05/2020,Odisha,100302,,978
20/05/2020,Odisha,105914,,1052
21/05/2020,Odisha,108432,,1103
22/05/2020,Odisha,113437,,1189
23/05/2020,Odisha,118446,,1269
24/05/2020,Odisha,123834,,1335
25/05/2020,Odisha,127776,,1438
26/05/2020,Odisha,131595,,1517
27/05/2020,Odisha,136274,,1593
28/05/2020,Odisha,139311,,1660
29/05/2020,Odisha,143570,,1723
30/05/2020,Odisha,147490,,1819
31/05/2020,Odisha,152131,,1948
1/06/2020,Odisha,155690,,2104
2/06/2020,Odisha,159567,,2245
3/06/2020,Odisha,162891,,2388
4/06/2020,Odisha,165824,,2478
5/06/2020,Odisha,169010,,2608
6/06/2020,Odisha,172598,,2781
7/06/2020,Odisha,176098,,2856
8/06/2020,Odisha,179415,,2994
9/06/2020,Odisha,182384,,3140
10/06/2020,Odisha,185401,,3250
11/06/2020,Odisha,188743,,3386
12/06/2020,Odisha,192576,,3477
13/06/2020,Odisha,196456,,3723
14/06/2020,Odisha,200014,,3909
15/06/2020,Odisha,202513,,4055
16/06/2020,Odisha,205501,,4163
17/06/2020,Odisha,208472,,4338
18/06/2020,Odisha,212224,,4512
18/04/2020,Puducherry,1207,1159,7
19/04/2020,Puducherry,1245,1214,7
20/04/2020,Puducherry,1272,1232,7
21/04/2020,Puducherry,1319,1272,7
22/04/2020,Puducherry,1473,1354,7
23/04/2020,Puducherry,1548,1513,7
24/04/2020,Puducherry,1704,1657,7
25/04/2020,Puducherry,1864,1793,8
26/04/2020,Puducherry,1977,1902,8
27/04/2020,Puducherry,2014,1942,8
28/04/2020,Puducherry,2156,2099,8
29/04/2020,Puducherry,2228,2150,8
30/04/2020,Puducherry,2353,2292,8
1/05/2020,Puducherry,2698,2583,9
2/05/2020,Puducherry,2990,2902,12
3/05/2020,Puducherry,3155,3097,12
4/05/2020,Puducherry,3281,3220,12
5/05/2020,Puducherry,3560,3444,12
6/05/2020,Puducherry,3641,3554,12
7/05/2020,Puducherry,3866,3766,13
8/05/2020,Puducherry,4111,3866,15
9/05/2020,Puducherry,4266,4028,16
10/05/2020,Puducherry,4364,4273,17
11/05/2020,Puducherry,4486,4416,17
13/05/2020,Puducherry,4919,4832,18
14/05/2020,Puducherry,5112,4963,18
15/05/2020,Puducherry,5312,5162,21
16/05/2020,Puducherry,5484,5320,22
17/05/2020,Puducherry,5619,5501,22
18/05/2020,Puducherry,5754,5709,22
19/05/2020,Puducherry,5829,5762,22
20/05/2020,Puducherry,5960,5889,24
21/05/2020,Puducherry,6106,5995,31
22/05/2020,Puducherry,6233,6143,32
23/05/2020,Puducherry,6349,6254,39
24/05/2020,Puducherry,6536,6444,45
25/05/2020,Puducherry,6606,6537,47
26/05/2020,Puducherry,6677,6593,52
27/05/2020,Puducherry,6808,6711,60
28/05/2020,Puducherry,6917,6286,61
29/05/2020,Puducherry,7043,6910,65
30/05/2020,Puducherry,7164,7004,71
31/05/2020,Puducherry,7255,7116,81
1/06/2020,Puducherry,7354,7198,81
2/06/2020,Puducherry,7444,7339,91
3/06/2020,Puducherry,7576,7447,98
4/06/2020,Puducherry,7794,7647,109
5/06/2020,Puducherry,7963,7791,115
6/06/2020,Puducherry,8118,7968,118
7/06/2020,Puducherry,8274,8112,130
8/06/2020,Puducherry,8472,8293,139
9/06/2020,Puducherry,8752,8548,143
10/06/2020,Puducherry,8954,8712,156
11/06/2020,Puducherry,9250,8979,168
12/06/2020,Puducherry,9658,9351,175
13/06/2020,Puducherry,10008,9636,193
14/06/2020,Puducherry,10321,9872,206
15/06/2020,Puducherry,10486,10231,214
16/06/2020,Puducherry,10929,10511,233
17/06/2020,Puducherry,11356,10920,257
18/06/2020,Puducherry,11679,11230,285
2/04/2020,Punjab,1434,1236,37
8/04/2020,Punjab,2937,2614,106
9/04/2020,Punjab,3192,2777,130
10/04/2020,Punjab,3461,2972,151
11/04/2020,Punjab,3909,3249,158
12/04/2020,Punjab,4281,3590,170
13/04/2020,Punjab,4480,3858,176
14/04/2020,Punjab,4844,4047,184
15/04/2020,Punjab,5193,4404,186
16/04/2020,Punjab,5524,4727,197
17/04/2020,Punjab,5988,5113,211
18/04/2020,Punjab,6167,5354,234
19/04/2020,Punjab,6607,5949,244
20/04/2020,Punjab,6797,6273,245
21/04/2020,Punjab,7355,6769,251
22/04/2020,Punjab,7887,7100,257
23/04/2020,Punjab,8757,7433,283
24/04/2020,Punjab,10611,8310,298
25/04/2020,Punjab,13270,9392,308
26/04/2020,Punjab,14317,10497,322
27/04/2020,Punjab,15516,12333,330
28/04/2020,Punjab,17021,13966,342
29/04/2020,Punjab,18670,15690,375
30/04/2020,Punjab,21205,17286,480
1/05/2020,Punjab,23176,18222,585
2/05/2020,Punjab,24868,19316,772
3/05/2020,Punjab,26439,20197,1102
4/05/2020,Punjab,28545,21295,1232
5/05/2020,Punjab,30199,23352,1451
6/05/2020,Punjab,32060,24303,1526
7/05/2020,Punjab,34701,28933,1644
8/05/2020,Punjab,37950,31219,1731
9/05/2020,Punjab,39462,33639,1762
10/05/2020,Punjab,40962,35293,1823
11/05/2020,Punjab,42306,37993,1877
12/05/2020,Punjab,43999,39060,1914
13/05/2020,Punjab,46026,40637,1924
14/05/2020,Punjab,47408,42425,1935
15/05/2020,Punjab,49301,44319,1932
16/05/2020,Punjab,50613,46028,1946
17/05/2020,Punjab,51812,47484,1964
18/05/2020,Punjab,52955,48813,1980
19/05/2020,Punjab,55634,50070,2002
20/05/2020,Punjab,57737,51956,2005
21/05/2020,Punjab,59618,53871,2028
22/05/2020,Punjab,62399,55777,2029
23/05/2020,Punjab,63567,57899,2045
24/05/2020,Punjab,66142,60114,2060
25/05/2020,Punjab,67213,62686,2081
26/05/2020,Punjab,69818,64160,2106
27/05/2020,Punjab,72468,66417,2139
28/05/2020,Punjab,72468,67325,2158
29/05/2020,Punjab,81021,,2197
30/05/2020,Punjab,84497,,2233
31/05/2020,Punjab,87852,,2263
1/06/2020,Punjab,91113,,2301
2/06/2020,Punjab,96329,,2342
3/06/2020,Punjab,101036,,2376
4/06/2020,Punjab,106933,,2415
5/06/2020,Punjab,113542,,2461
6/06/2020,Punjab,115974,,2515
7/06/2020,Punjab,124266,,2608
8/06/2020,Punjab,129821,,2663
9/06/2020,Punjab,136343,,2719
10/06/2020,Punjab,144467,,2805
11/06/2020,Punjab,154498,,2887
12/06/2020,Punjab,165548,,2986
13/06/2020,Punjab,176533,,3063
14/06/2020,Punjab,182225,,3140
15/06/2020,Punjab,188699,,3267
16/06/2020,Punjab,198211,,3371
17/06/2020,Punjab,208408,,3497
18/06/2020,Punjab,219528,,3615
5/04/2020,Rajasthan,12279,11439,260
7/04/2020,Rajasthan,17638,16401,363
8/04/2020,Rajasthan,17638,16401,363
9/04/2020,Rajasthan,19107,17851,463
10/04/2020,Rajasthan,22349,20698,561
11/04/2020,Rajasthan,24857,22583,678
12/04/2020,Rajasthan,28505,25105,796
13/04/2020,Rajasthan,31804,28657,847
14/04/2020,Rajasthan,34928,29376,1005
15/04/2020,Rajasthan,37860,31902,1076
16/04/2020,Rajasthan,40778,33739,1101
17/04/2020,Rajasthan,42847,36153,1229
18/04/2020,Rajasthan,47197,39092,1282
19/04/2020,Rajasthan,51614,43537,1478
20/04/2020,Rajasthan,57290,47657,1576
21/04/2020,Rajasthan,61492,54100,1735
22/04/2020,Rajasthan,66257,58552,1888
23/04/2020,Rajasthan,69764,63485,1964
24/04/2020,Rajasthan,74484,68133,2034
25/04/2020,Rajasthan,78993,71806,2083
26/04/2020,Rajasthan,82942,75670,2185
27/04/2020,Rajasthan,87777,80830,2262
28/04/2020,Rajasthan,92506,85834,2364
29/04/2020,Rajasthan,97790,90108,2438
30/04/2020,Rajasthan,103704,,2584
1/05/2020,Rajasthan,108543,100277,2666
2/05/2020,Rajasthan,113934,104705,2720
3/05/2020,Rajasthan,120240,112345,2886
4/05/2020,Rajasthan,129258,122513,3061
5/05/2020,Rajasthan,134987,128297,3158
6/05/2020,Rajasthan,139580,134172,3317
7/05/2020,Rajasthan,145510,139830,3427
8/05/2020,Rajasthan,152245,146198,3579
9/05/2020,Rajasthan,159157,152296,3708
10/05/2020,Rajasthan,166424,158830,3814
11/05/2020,Rajasthan,176130,168546,3988
12/05/2020,Rajasthan,185610,,4126
13/05/2020,Rajasthan,194683,186125,4328
14/05/2020,Rajasthan,204243,197269,4534
15/05/2020,Rajasthan,212317,203770,4747
16/05/2020,Rajasthan,221439,213395,4960
17/05/2020,Rajasthan,231946,221764,5202
18/05/2020,Rajasthan,243476,234165,5375
19/05/2020,Rajasthan,254533,244955,5845
20/05/2020,Rajasthan,265555,254128,6015
21/05/2020,Rajasthan,275974,266687,6227
22/05/2020,Rajasthan,287164,277744,6494
23/05/2020,Rajasthan,303935,292384,6657
24/05/2020,Rajasthan,317067,306209,7028
25/05/2020,Rajasthan,327836,318146,7300
26/05/2020,Rajasthan,337159,326368,7536
27/05/2020,Rajasthan,350600,338611,7816
28/05/2020,Rajasthan,365556,351861,8067
29/05/2020,Rajasthan,379315,365925,8365
30/05/2020,Rajasthan,395490,382315,8617
31/05/2020,Rajasthan,409777,396789,8831
1/06/2020,Rajasthan,425184,411965,9100
2/06/2020,Rajasthan,440789,428471,9373
3/06/2020,Rajasthan,454788,440850,9652
4/06/2020,Rajasthan,467129,451826,9862
5/06/2020,Rajasthan,480910,465349,10084
6/06/2020,Rajasthan,494480,478366,10337
7/06/2020,Rajasthan,506784,491233,10599
8/06/2020,Rajasthan,518350,503208,10876
9/06/2020,Rajasthan,530031,515872,11245
10/06/2020,Rajasthan,543312,527864,11600
11/06/2020,Rajasthan,558064,542256,11838
12/06/2020,Rajasthan,571543,556040,12068
13/06/2020,Rajasthan,584954,569314,12401
14/06/2020,Rajasthan,598920,583279,12694
15/06/2020,Rajasthan,609296,594991,12981
16/06/2020,Rajasthan,622334,606279,13216
17/06/2020,Rajasthan,637937,620217,13542
18/06/2020,Rajasthan,654816,636216,13857
4/05/2020,Sikkim,170,169,0
5/05/2020,Sikkim,181,171,0
6/05/2020,Sikkim,189,189,0
7/05/2020,Sikkim,216,207,0
8/05/2020,Sikkim,216,214,0
9/05/2020,Sikkim,219,219,0
10/05/2020,Sikkim,219,219,0
11/05/2020,Sikkim,219,219,0
12/05/2020,Sikkim,348,229,0
13/05/2020,Sikkim,439,268,0
14/05/2020,Sikkim,579,292,0
15/05/2020,Sikkim,348,229,0
16/05/2020,Sikkim,840,424,0
17/05/2020,Sikkim,947,449,0
18/05/2020,Sikkim,1087,536,0
19/05/2020,Sikkim,1204,827,0
20/05/2020,Sikkim,1342,955,0
22/05/2020,Sikkim,1637,1347,0
23/05/2020,Sikkim,1707,1398,0
24/05/2020,Sikkim,1855,1471,1
25/05/2020,Sikkim,2103,1508,1
26/05/2020,Sikkim,2255,1508,1
27/05/2020,Sikkim,2417,1665,1
28/05/2020,Sikkim,2626,1801,1
29/05/2020,Sikkim,2759,1880,1
30/05/2020,Sikkim,2829,2015,1
31/05/2020,Sikkim,2925,2173,1
1/06/2020,Sikkim,3525,2601,1
2/06/2020,Sikkim,3788,2857,1
3/06/2020,Sikkim,4102,3062,2
4/06/2020,Sikkim,4358,3894,2
5/06/2020,Sikkim,4761,4143,3
6/06/2020,Sikkim,5005,4273,3
8/06/2020,Sikkim,5547,4953,6
9/06/2020,Sikkim,5815,5508,12
10/06/2020,Sikkim,6161,5850,12
11/06/2020,Sikkim,6692,6063,12
12/06/2020,Sikkim,5157,4830,26
13/06/2020,Sikkim,5377,5029,62
14/06/2020,Sikkim,5664,5177,67
15/06/2020,Sikkim,5762,5521,68
16/06/2020,Sikkim,6192,5715,68
17/06/2020,Sikkim,6349,6004,70
3/04/2020,Tamil Nadu,3684,2789,411
8/04/2020,Tamil Nadu,5305,4414,690
9/04/2020,Tamil Nadu,7267,5824,834
10/04/2020,Tamil Nadu,8410,6838,911
11/04/2020,Tamil Nadu,9842,7779,969
12/04/2020,Tamil Nadu,10655,,1075
13/04/2020,Tamil Nadu,12746,,1173
14/04/2020,Tamil Nadu,19255,13234,1204
15/04/2020,Tamil Nadu,21994,15210,1242
16/04/2020,Tamil Nadu,26005,18743,1267
17/04/2020,Tamil Nadu,29673,21628,1323
18/04/2020,Tamil Nadu,35036,27192,1372
19/04/2020,Tamil Nadu,40876,31853,1477
20/04/2020,Tamil Nadu,46985,38082,1520
21/04/2020,Tamil Nadu,53045,43582,1596
22/04/2020,Tamil Nadu,59023,49506,1629
23/04/2020,Tamil Nadu,65977,56836,1683
24/04/2020,Tamil Nadu,72403,62596,1755
25/04/2020,Tamil Nadu,80110,69390,1821
26/04/2020,Tamil Nadu,87605,77133,1885
27/04/2020,Tamil Nadu,94781,83021,1937
28/04/2020,Tamil Nadu,101874,97908,2058
29/04/2020,Tamil Nadu,109961,105864,2162
30/04/2020,Tamil Nadu,119748,115761,2323
1/05/2020,Tamil Nadu,129363,124852,2526
2/05/2020,Tamil Nadu,139490,135698,2757
3/05/2020,Tamil Nadu,150107,145520,3023
4/05/2020,Tamil Nadu,162970,158558,3550
5/05/2020,Tamil Nadu,174828,170174,4058
6/05/2020,Tamil Nadu,188241,182541,4829
7/05/2020,Tamil Nadu,202436,195831,5409
8/05/2020,Tamil Nadu,216416,209495,6009
9/05/2020,Tamil Nadu,229670,222576,6535
10/05/2020,Tamil Nadu,243037,235157,7204
11/05/2020,Tamil Nadu,254899,245562,8002
12/05/2020,Tamil Nadu,266687,256720,8718
13/05/2020,Tamil Nadu,279467,269758,9227
14/05/2020,Tamil Nadu,291432,281001,9674
15/05/2020,Tamil Nadu,303104,292045,10108
16/05/2020,Tamil Nadu,313639,302523,10585
17/05/2020,Tamil Nadu,326720,315019,11224
18/05/2020,Tamil Nadu,337841,325546,11760
19/05/2020,Tamil Nadu,348174,334839,12448
20/05/2020,Tamil Nadu,360068,346311,13191
21/05/2020,Tamil Nadu,372532,357898,13967
22/05/2020,Tamil Nadu,385185,369929,14735
23/05/2020,Tamil Nadu,397340,381216,15512
24/05/2020,Tamil Nadu,409615,392690,16277
25/05/2020,Tamil Nadu,421450,403762,17082
26/05/2020,Tamil Nadu,431739,413455,17728
27/05/2020,Tamil Nadu,442970,423775,18545
28/05/2020,Tamil Nadu,455216,435279,19372
29/05/2020,Tamil Nadu,466550,445668,20246
30/05/2020,Tamil Nadu,479155,457405,21184
31/05/2020,Tamil Nadu,491962,468940,22333
1/06/2020,Tamil Nadu,503339,479208,23495
2/06/2020,Tamil Nadu,514433,489258,24586
3/06/2020,Tamil Nadu,528534,502173,25872
4/06/2020,Tamil Nadu,544981,517137,27256
5/06/2020,Tamil Nadu,560673,535254,28694
6/06/2020,Tamil Nadu,576695,545896,30152
7/06/2020,Tamil Nadu,592970,560890,31667
8/06/2020,Tamil Nadu,607952,574209,33229
9/06/2020,Tamil Nadu,621171,585678,34914
10/06/2020,Tamil Nadu,638846,601363,36841
11/06/2020,Tamil Nadu,655675,616395,38716
12/06/2020,Tamil Nadu,673906,632656,40698
13/06/2020,Tamil Nadu,691817,648545,42687
14/06/2020,Tamil Nadu,710599,665401,44661
15/06/2020,Tamil Nadu,729002,681961,46504
16/06/2020,Tamil Nadu,748244,699645,48019
17/06/2020,Tamil Nadu,773707,722830,50193
18/06/2020,Tamil Nadu,800443,747428,52334
19/04/2020,Telangana,14962,14104,858
28/04/2020,Telangana,19063,,1009
29/04/2020,Telangana,19278,,1016
16/05/2020,Telangana,23388,,1551
16/06/2020,Telangana,44431,39025,5406
17/06/2020,Telangana,45911,40236,5675
